candidate_id,rank,score,reasoning
CAND_0066035,52,14.792126,"Matches core AI engineering requirements (6.7 YOE) as Data Scientist in Kolkata, West Bengal with intermediate background in NLP and skills in Information Retrieval, NLP. Notice period is 45 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE (Trust Score: 0.70)]"
CAND_0010685,53,14.662454,"Matches core AI engineering requirements (6.7 YOE) as NLP Engineer in Kolkata, West Bengal with intermediate background in NLP and skills in PyTorch, Information Retrieval. Notice period is 30 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0054123,54,14.586322,"Experience as Applied ML Engineer for 4.7 YOE with matching skill credentials (skills in Weaviate, Vector Search). Acknowledged notice period (60 days) and location (Gurgaon, Haryana), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0008425,55,14.486815,"Capable developer (7.8 YOE) working as Senior NLP Engineer in Kolkata, West Bengal showing exposure to ML tools and skills in Sentence Transformers, NLP. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0061339,56,14.431912,"Capable developer (4.2 YOE) working as Search Engineer in Chandigarh, Chandigarh showing exposure to ML tools and skills in Information Retrieval, Vector Search. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0011432,57,14.42869,"Matches core AI engineering requirements (7.6 YOE) as Senior Data Scientist in Chennai, Tamil Nadu with intermediate background in NLP and skills in OpenSearch, Elasticsearch. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0068932,58,14.34415,"Capable developer (5.2 YOE) working as ML Engineer in Noida, Uttar Pradesh showing exposure to ML tools and skills in OpenSearch. Included to complete ranking based on baseline technical credentials and 30-day notice. Verified platform credentials with high trust score. Delhi NCR hybrid commuter."
CAND_0039383,59,14.334339,"Matches core AI engineering requirements (7.1 YOE) as Applied ML Engineer in Gurgaon, Haryana with intermediate background in NLP and skills in FAISS, Hugging Face Transformers. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0038368,60,14.324642,"Capable developer (5.4 YOE) working as ML Engineer in Hyderabad, Telangana showing exposure to ML tools and skills in Embeddings, FAISS. Included to complete ranking based on baseline technical credentials and 30-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Hyderabad commuter."
CAND_0029671,61,14.289174,"Capable developer (5.7 YOE) working as Data Scientist in Toronto showing exposure to ML tools and skills in Embeddings, Pinecone. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE (Trust Score: 0.70)]"
CAND_0091909,62,14.287103,"Capable developer (6.9 YOE) working as Machine Learning Engineer in Bangalore, Karnataka showing exposure to ML tools and skills in Pinecone, OpenSearch. Included to complete ranking based on baseline technical credentials and 45-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0041669,63,14.117833,"Matches core AI engineering requirements (8.0 YOE) as Recommendation Systems Engineer in Noida, Uttar Pradesh with intermediate background in NLP and skills in FAISS, Semantic Search. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0023030,64,13.976073,"Matches core AI engineering requirements (5.8 YOE) as Content Writer in Delhi, Delhi with intermediate background in NLP and skills in Information Retrieval, Sentence Transformers. Notice period is 30 days. Verified platform credentials with high trust score. Delhi NCR hybrid commuter."
CAND_0025640,65,13.953229,"Matches core AI engineering requirements (5.6 YOE) as AI Research Engineer in Jaipur, Rajasthan with intermediate background in NLP and skills in Semantic Search, Information Retrieval. Notice period is 30 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0030953,66,13.933456,"Matches core AI engineering requirements (7.8 YOE) as Search Engineer in Chennai, Tamil Nadu with intermediate background in NLP and skills in Hugging Face Transformers, Weaviate. Notice period is 45 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0036598,67,13.890916,"Capable developer (7.3 YOE) working as Civil Engineer in Mumbai, Maharashtra showing exposure to ML tools and skills in Vector Search, Embeddings. Included to complete ranking based on baseline technical credentials and 30-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Mumbai commuter."
CAND_0021491,68,13.870763,"Matches core AI engineering requirements (6.1 YOE) as AI Research Engineer in Bhubaneswar, Odisha with intermediate background in NLP and skills in Vector Search, Elasticsearch. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0081053,69,13.465685,"Matches core AI engineering requirements (5.4 YOE) as NLP Engineer in Chandigarh, Chandigarh with intermediate background in NLP and skills in Semantic Search, Weaviate. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0078002,70,13.450505,"Matches core AI engineering requirements (6.3 YOE) as Machine Learning Engineer in Coimbatore, Tamil Nadu with intermediate background in NLP and skills in NLP, Hugging Face Transformers. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0018701,71,13.422899,"Matches core AI engineering requirements (6.0 YOE) as Junior ML Engineer in Delhi, Delhi with intermediate background in NLP and skills in Elasticsearch, Information Retrieval. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0033577,72,13.365776,"Capable developer (4.2 YOE) working as Mechanical Engineer in Jaipur, Rajasthan showing exposure to ML tools and skills in Semantic Search, FAISS. Included to complete ranking based on baseline technical credentials and 30-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE (Trust Score: 0.70)]"
CAND_0019480,73,13.349164,"Capable developer (2.8 YOE) working as NLP Engineer in Chennai, Tamil Nadu showing exposure to ML tools and skills in BM25, OpenSearch. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0037944,74,13.283821,"Experience as Senior Data Scientist for 4.9 YOE with matching skill credentials (skills in Vector Search, OpenSearch). Acknowledged notice period (30 days) and location (Jaipur, Rajasthan), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0015582,75,13.277513,"Experience as ML Engineer for 4.4 YOE with matching skill credentials (skills in Sentence Transformers, Embeddings). Acknowledged notice period (120 days) and location (Trivandrum, Kerala), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_AVAILABILITY_CONTRADICTION (Trust Score: 0.90)]"
CAND_0077498,76,13.168184,"Matches core AI engineering requirements (5.4 YOE) as Senior Software Engineer (ML) in Ahmedabad, Gujarat with intermediate background in NLP and skills in Embeddings, Elasticsearch. Notice period is 60 days. Verified platform credentials with high trust score."
CAND_0030784,77,13.07713,"Capable developer (4.4 YOE) working as Data Scientist in Delhi, Delhi showing exposure to ML tools and skills in Embeddings, Pinecone. Included to complete ranking based on baseline technical credentials and 90-day notice. Verified platform credentials with high trust score. Delhi NCR hybrid commuter."
CAND_0047721,78,12.511083,"Experience as Senior Data Scientist for 7.0 YOE with matching skill credentials (skills in BM25, Information Retrieval). Acknowledged notice period (90 days) and location (Coimbatore, Tamil Nadu), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0037566,79,12.474186,"Experience as Machine Learning Engineer for 6.9 YOE with matching skill credentials (skills in Pinecone, NLP). Acknowledged notice period (15 days) and location (Bangalore, Karnataka), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0042506,80,12.470109,"Matches core AI engineering requirements (4.2 YOE) as Search Engineer in Mumbai, Maharashtra with intermediate background in NLP and skills in Semantic Search, Information Retrieval. Notice period is 15 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_VIEWS_EXPLOITATION (Trust Score: 0.56)] Mumbai commuter."
CAND_0007052,81,12.385932,"Matches core AI engineering requirements (6.5 YOE) as ML Engineer in Pune, Maharashtra with intermediate background in NLP and skills in Weaviate, Vector Search. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Pune hybrid commuter."
CAND_0044855,82,12.37805,"Matches core AI engineering requirements (6.6 YOE) as Senior Data Scientist in Coimbatore, Tamil Nadu with intermediate background in NLP and skills in Hugging Face Transformers, OpenSearch. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0047542,83,12.318274,"Capable developer (5.0 YOE) working as Senior Software Engineer (ML) in Chennai, Tamil Nadu showing exposure to ML tools and skills in Weaviate, Sentence Transformers. Included to complete ranking based on baseline technical credentials and 45-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0023458,84,12.314428,"Capable developer (5.0 YOE) working as AI Research Engineer in Chandigarh, Chandigarh showing exposure to ML tools and skills in FAISS, BM25. Included to complete ranking based on baseline technical credentials and 60-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0024620,85,12.200578,"Matches core AI engineering requirements (5.9 YOE) as AI Engineer in New York with intermediate background in NLP and skills in Semantic Search, BM25. Notice period is 45 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0041610,86,12.161467,"Experience as Recommendation Systems Engineer for 6.7 YOE with matching skill credentials (skills in Elasticsearch, OpenSearch). Acknowledged notice period (30 days) and location (Indore, Madhya Pradesh), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0083005,87,12.150625,"Capable developer (5.4 YOE) working as Mechanical Engineer in Vizag, Andhra Pradesh showing exposure to ML tools and skills in Information Retrieval, Vector Search. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0037160,88,12.11375,"Matches core AI engineering requirements (6.0 YOE) as Data Scientist in Mumbai, Maharashtra with intermediate background in NLP and skills in Weaviate, Vector Search. Notice period is 30 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Mumbai commuter."
CAND_0045250,89,12.112139,"Capable developer (6.6 YOE) working as Applied ML Engineer in Delhi, Delhi showing exposure to ML tools and skills in Sentence Transformers, Embeddings. Included to complete ranking based on baseline technical credentials and 15-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0047327,90,12.014519,"Matches core AI engineering requirements (5.0 YOE) as Junior ML Engineer in Gurgaon, Haryana with intermediate background in NLP and skills in BM25, OpenSearch. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0015823,91,12.000236,"Capable developer (6.6 YOE) working as Civil Engineer in Berlin showing exposure to ML tools and skills in Vector Search, Semantic Search. Included to complete ranking based on baseline technical credentials and 60-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0042359,92,11.968524,"Matches core AI engineering requirements (6.9 YOE) as Data Scientist in Trivandrum, Kerala with intermediate background in NLP and skills in Elasticsearch, Pinecone. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0037426,93,11.947288,"Capable developer (7.2 YOE) working as Civil Engineer in Gurgaon, Haryana showing exposure to ML tools and skills in FAISS, Pinecone. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)] Delhi NCR hybrid commuter."
CAND_0084956,94,11.672071,"Matches core AI engineering requirements (9.4 YOE) as HR Manager in Austin with intermediate background in NLP and skills in Hugging Face Transformers, Information Retrieval. Notice period is 90 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE (Trust Score: 0.70)]"
CAND_0070036,95,11.55173,"Capable developer (11.6 YOE) working as Graphic Designer in Berlin showing exposure to ML tools and skills in Information Retrieval, Embeddings. Included to complete ranking based on baseline technical credentials and 60-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0065878,96,11.501962,"Capable developer (7.8 YOE) working as Senior Data Scientist in Trivandrum, Kerala showing exposure to ML tools and skills in Vector Search. Included to complete ranking based on baseline technical credentials and 15-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_MODERATE_RESPONSE_RATE, ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.35)]"
CAND_0073007,97,11.475929,"Matches core AI engineering requirements (5.8 YOE) as AI Specialist in Bangalore, Karnataka with intermediate background in NLP and skills in PyTorch, Embeddings. Notice period is 60 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0074342,98,11.441467,"Matches core AI engineering requirements (5.7 YOE) as Data Scientist in Sydney with intermediate background in NLP and skills in Sentence Transformers, OpenSearch. Notice period is 30 days. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0030468,99,11.397106,"Experience as Senior Applied Scientist for 5.4 YOE with matching skill credentials (skills in Information Retrieval Systems, Search & Discovery). Acknowledged notice period (45 days) and location (Indore, Madhya Pradesh), backed by verified email/phone details. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]"
CAND_0067201,100,11.304615,Capable developer (6.0 YOE) working as ML Engineer in Sydney showing exposure to ML tools and skills in FAISS. Included to complete ranking based on baseline technical credentials and 90-day notice. [WARNING: Flagged for manual review: Triggered Anomaly Flags: ANOMALY_BACKGROUND_BOTTING (Trust Score: 0.50)]
